product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3
c45ybrKnxzr5,toys,1650.0,40.0,15.0,32.0,19200.0
ua99TuLWOUSc,market_place,175.0,17.0,10.0,19.0,3230.0
fJOMyLSpholI,toys,200.0,20.0,2.0,15.0,600.0
Nz1zVxopWV72,toys,433.0,21.0,15.0,11.0,3465.0
mjxwvPPkDyeG,toys,5908.0,35.0,46.0,35.0,56350.0
X9sl5gbsIDb6,toys,1825.0,53.0,10.0,40.0,21200.0
fTcmWGe6V0eS,toys,1100.0,46.0,10.0,15.0,6900.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0,19800.0
868dEcQigffv,toys,17163.0,75.0,16.0,64.0,76800.0
FmF1LAxJQT2Y,computers_accessories,867.0,34.0,15.0,15.0,7650.0
B0lI13pN9y02,stationery,1250.0,16.0,39.0,37.0,23088.0
zX9HL81jfvr2,toys,,,,,
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
IZJ1OxprWZ5U,toys,450.0,40.0,4.0,30.0,4800.0
5q0RkGu9eWZL,furniture_living_room,15150.0,38.0,48.0,38.0,69312.0
9J7fqTS7gZKX,home_construction,900.0,40.0,15.0,44.0,26400.0
h3pdGLLvVWCb,toys,1750.0,59.0,21.0,30.0,37170.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0,2992.0
tQx1PPRPoZEd,watches_gifts,250.0,16.0,11.0,11.0,1936.0
iwGgZ7ZxSD2b,toys,900.0,16.0,10.0,16.0,2560.0
JUZSyxq6s6nI,toys,400.0,20.0,12.0,15.0,3600.0
fnjfhidlp2fO,toys,425.0,16.0,5.0,14.0,1120.0
7nvjGButlGhi,health_beauty,300.0,16.0,20.0,15.0,4800.0
X9sl5gbsIDb6,toys,1825.0,53.0,10.0,40.0,21200.0
zj1qZieNxcYG,toys,1250.0,23.0,30.0,15.0,10350.0
Ybbm1YWyXs0r,toys,2450.0,20.0,12.0,28.0,6720.0
9aVInoHPh9hl,toys,12050.0,40.0,40.0,45.0,72000.0
Vmj4WSQp6SLn,toys,2300.0,20.0,20.0,20.0,8000.0
r0YGuNU1uijS,sports_leisure,1563.0,20.0,16.0,17.0,5440.0
lnMZUub09dwh,toys,1300.0,30.0,10.0,30.0,9000.0
yUfyJd1tAoKp,sports_leisure,850.0,36.0,23.0,18.0,14904.0
hnJN6KdXelbo,toys,700.0,25.0,15.0,20.0,7500.0
K2St12XlzgXy,toys,5600.0,19.0,18.0,11.0,3762.0
TsdhTVGVZbi5,toys,6050.0,40.0,30.0,30.0,36000.0
bw4D1I6O0ayl,toys,12000.0,45.0,35.0,45.0,70875.0
tTypF5ouhsls,toys,400.0,19.0,11.0,11.0,2299.0
8IhgV2nH9kXE,health_beauty,700.0,25.0,12.0,19.0,5700.0
9iJShgy37yC0,toys,2850.0,35.0,17.0,48.0,28560.0
zqWnMMFxAkTG,toys,8000.0,53.0,74.0,18.0,70596.0
ZP9cvjjsjcPr,toys,1300.0,24.0,47.0,39.0,43992.0
zBkytrS1Rwq9,toys,1400.0,16.0,33.0,18.0,9504.0
6HEVz5A2wcSZ,sports_leisure,700.0,30.0,20.0,20.0,12000.0
b0C78k7q34L1,toys,200.0,16.0,2.0,20.0,640.0
EJNKMguRWXc1,toys,140.0,17.0,9.0,11.0,1683.0
oW6KDobidlmB,toys,950.0,45.0,15.0,35.0,23625.0
zvb1mHB8kFqW,stationery,3550.0,16.0,60.0,90.0,86400.0
iCWPMcE14J8f,furniture_decor,300.0,25.0,2.0,17.0,850.0
mXURWqWN8LAS,toys,25900.0,48.0,46.0,65.0,143520.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
FBtKtRVXsv9Y,toys,1083.0,35.0,22.0,14.0,10780.0
ZZTwsGjgsSp2,toys,367.0,17.0,13.0,14.0,3094.0
LBwyQK33IUTl,watches_gifts,250.0,24.0,10.0,14.0,3360.0
MUIEAN159RuU,baby,450.0,30.0,7.0,20.0,4200.0
oQ6AZNN2xk7w,consoles_games,530.0,18.0,24.0,18.0,7776.0
JWWerUz4sUOi,toys,450.0,16.0,21.0,20.0,6720.0
LqF0ji8UwpYN,toys,1000.0,32.0,22.0,15.0,10560.0
M9Rq7Nx8etjk,toys,7000.0,26.0,47.0,27.0,32994.0
IOqT1auQalhT,toys,500.0,23.0,15.0,19.0,6555.0
MlCLsTFAE3LC,electronics,275.0,24.0,9.0,17.0,3672.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0,352.0
eHoJx2NCSUCI,toys,600.0,17.0,17.0,17.0,4913.0
a7YJ2NmbNje7,bed_bath_table,250.0,40.0,4.0,30.0,4800.0
uqqbrPEb2Kvn,toys,431.0,20.0,11.0,13.0,2860.0
BRW9kBP8R0Xm,toys,250.0,16.0,2.0,11.0,352.0
q6NdbgoOIqbu,toys,300.0,17.0,15.0,15.0,3825.0
kmC8mYaPaLrx,toys,1800.0,44.0,14.0,33.0,20328.0
hfEa3c65LTA2,toys,5950.0,20.0,20.0,20.0,8000.0
HdjfHHhQ1ZKW,toys,300.0,17.0,7.0,12.0,1428.0
tzs5x0lLkB4v,toys,117.0,21.0,12.0,13.0,3276.0
iPoRkE7dkmlc,toys,15800.0,38.0,62.0,57.0,134292.0
K9t8alZdO7Sf,toys,805.0,28.0,37.0,25.0,25900.0
5EX5FqjodkgE,toys,1500.0,30.0,12.0,28.0,10080.0
dk49WnSukluk,toys,100.0,20.0,15.0,15.0,4500.0
KFuPwSsJH9FK,furniture_decor,2550.0,30.0,35.0,30.0,31500.0
hDDhBjIMO6Mh,toys,1100.0,20.0,10.0,20.0,4000.0
Xmh9QGnWpRM9,home_construction,8700.0,30.0,35.0,30.0,31500.0
u622sYCKyEZe,toys,30000.0,60.0,66.0,29.0,114840.0
qm47j05AvkeB,toys,150.0,16.0,5.0,11.0,880.0
MlTGjksBbLiT,toys,700.0,30.0,30.0,30.0,27000.0
AdAQX2dLSF3d,toys,2400.0,21.0,21.0,21.0,9261.0
k1G4RHt3R7Nk,toys,950.0,20.0,35.0,20.0,14000.0
HlF1ef8HSGtY,baby,1350.0,60.0,20.0,50.0,60000.0
cQGYrx1hjhZM,bed_bath_table,200.0,16.0,12.0,11.0,2112.0
DjaaGs5vPzp9,toys,6700.0,40.0,25.0,40.0,40000.0
gmR4nrafc1t7,toys,5275.0,28.0,40.0,25.0,28000.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
cQfA5k5obzRW,toys,593.0,30.0,13.0,16.0,6240.0
1LKZ3eGsYtrJ,toys,2700.0,30.0,20.0,30.0,18000.0
TPdLi1S2J0xG,watches_gifts,600.0,23.0,19.0,15.0,6555.0
zm3x0IeDRTCs,toys,500.0,20.0,35.0,20.0,14000.0
D27O4DNJArni,toys,281.0,17.0,9.0,13.0,1989.0
7ymC4wrimXhe,toys,1350.0,30.0,20.0,20.0,12000.0
HLW8ey64j1YG,toys,3200.0,33.0,8.0,40.0,10560.0
bf5tfNjcgzR7,toys,100.0,40.0,2.0,24.0,1920.0
exC8jW0HUbD3,toys,200.0,16.0,10.0,11.0,1760.0
0Bid1yfFeSgm,toys,1000.0,30.0,4.0,20.0,2400.0
P22k6cGQeLxP,toys,875.0,35.0,14.0,14.0,6860.0
3yk93DQoQpk3,toys,5000.0,40.0,10.0,40.0,16000.0
PSlxUUNYPetk,toys,2050.0,35.0,20.0,30.0,21000.0
9ouNDAZPKapa,toys,2200.0,16.0,11.0,11.0,1936.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0,19800.0
zxsR32Sy0ICb,toys,500.0,25.0,10.0,15.0,3750.0
bCk4GH4hlq3x,toys,3700.0,32.0,22.0,46.0,32384.0
BBW6ZRVCyDOz,toys,200.0,16.0,4.0,11.0,704.0
HI3djDABd5Oy,toys,300.0,16.0,11.0,11.0,1936.0
c2hv2Hrgf2Zi,toys,300.0,16.0,16.0,16.0,4096.0
CjcTGzE7BXZh,toys,600.0,16.0,2.0,11.0,352.0
DGt5tUHP36rj,bed_bath_table,3300.0,44.0,18.0,34.0,26928.0
X9sl5gbsIDb6,toys,1825.0,53.0,10.0,40.0,21200.0
2xt5maEJj0rZ,toys,2300.0,16.0,19.0,24.0,7296.0
o3v2fQdnnma7,toys,2200.0,40.0,8.0,35.0,11200.0
M9Rq7Nx8etjk,toys,7000.0,26.0,47.0,27.0,32994.0
rv1aC4Ckn4CM,toys,200.0,16.0,14.0,11.0,2464.0
HOmP1uDiX01O,toys,12250.0,45.0,35.0,45.0,70875.0
TiKQGLZSUkVI,toys,2400.0,30.0,30.0,30.0,27000.0
Q7PB2uvDhqB8,toys,4475.0,44.0,24.0,31.0,32736.0
wc8D1pDwNLOP,toys,1050.0,36.0,12.0,22.0,9504.0
ftfmykC96w8x,toys,500.0,16.0,22.0,16.0,5632.0
VcVffOlGTDUu,computers_accessories,1050.0,29.0,16.0,18.0,8352.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0,2805.0
6tdt2CsTqI21,toys,100.0,17.0,6.0,20.0,2040.0
f57Npo1ep45m,toys,300.0,16.0,8.0,11.0,1408.0
dklNWLdsGLDD,electronics,1836.0,61.0,6.0,24.0,8784.0
49gbGSxqWxVN,toys,150.0,18.0,9.0,11.0,1782.0
2wNM6LjGqr8u,toys,2100.0,40.0,25.0,28.0,28000.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0,2210.0
CmNuLTfTF12l,toys,3000.0,33.0,12.0,34.0,13464.0
aMd9lqh5Mh0Y,furniture_decor,850.0,30.0,30.0,30.0,27000.0
wsfm4JklXhp2,toys,400.0,25.0,15.0,20.0,7500.0
br9Sf3muq5bG,toys,13150.0,35.0,63.0,40.0,88200.0
EG4wDSpFyTth,health_beauty,250.0,22.0,10.0,18.0,3960.0
ZERA6htQikNZ,toys,4350.0,18.0,33.0,39.0,23166.0
bTK5uilqmWeG,toys,200.0,17.0,7.0,17.0,2023.0
irKpznocpsvf,toys,1813.0,67.0,12.0,47.0,37788.0
3Y3y1CFFR0Qz,toys,700.0,51.0,13.0,11.0,7293.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0,8000.0
5V5Klha4bMNU,toys,75.0,11.0,23.0,11.0,2783.0
Niywnp3i2d3W,toys,1400.0,35.0,10.0,35.0,12250.0
rZt7AIO08qVF,toys,2000.0,25.0,60.0,25.0,37500.0
CuPdfESoT2ja,toys,500.0,39.0,6.0,27.0,6318.0
wBOuePh7Txep,toys,400.0,18.0,12.0,18.0,3888.0
bWuBZFC65KHj,fashion_bags_accessories,100.0,17.0,3.0,12.0,612.0
elhBC12bzPNm,toys,2350.0,62.0,10.0,22.0,13640.0
0BEqOoA42AWt,costruction_tools_tools,4700.0,35.0,25.0,25.0,21875.0
XFgXxSNrth4B,bed_bath_table,500.0,20.0,10.0,15.0,3000.0
pIIdjguylTGV,toys,475.0,19.0,15.0,15.0,4275.0
V6m51dsEFERE,sports_leisure,238.0,19.0,17.0,19.0,6137.0
dAgTQHVjXlcw,furniture_decor,100.0,16.0,5.0,11.0,880.0
p189n8MsUQag,office_furniture,16800.0,63.0,58.0,24.0,87696.0
sbUmEfSF0o1o,toys,800.0,31.0,9.0,11.0,3069.0
JlvzVT71weio,computers_accessories,200.0,20.0,10.0,15.0,3000.0
1UJ180oWp8fE,bed_bath_table,526.0,44.0,6.0,33.0,8712.0
R5lnGkKj6X8X,toys,200.0,16.0,12.0,11.0,2112.0
QmCdA9gRTybZ,toys,250.0,16.0,2.0,20.0,640.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0,8000.0
QM84dKF6lHOj,toys,450.0,20.0,6.0,13.0,1560.0
10CdCi3zYLWu,toys,150.0,17.0,13.0,13.0,2873.0
7qikItayZ7M6,toys,450.0,55.0,6.0,19.0,6270.0
Bc3C6RByI79Q,toys,300.0,18.0,18.0,18.0,5832.0
wPIaBNQ6jLBo,toys,1500.0,19.0,29.0,18.0,9918.0
HKYErk7xxH7k,toys,1250.0,28.0,21.0,29.0,17052.0
NBWLvKFa0wSk,toys,350.0,40.0,10.0,25.0,10000.0
7l0H7PUV8lwY,electronics,133.0,18.0,11.0,14.0,2772.0
3VotUUQRNkHz,computers_accessories,424.0,25.0,10.0,19.0,4750.0
Qsi6GtmEUMDz,toys,600.0,16.0,16.0,16.0,4096.0
mqrnNPLgsDKO,toys,750.0,30.0,30.0,11.0,9900.0
ksNcOTjjdTWI,toys,150.0,16.0,6.0,11.0,1056.0
hyJld9GGX3iE,computers_accessories,250.0,17.0,10.0,13.0,2210.0
rTl0u3fB3wwd,toys,500.0,20.0,12.0,15.0,3600.0
hAqy6PRPEwSR,sports_leisure,150.0,17.0,5.0,11.0,935.0
MbWeKW79Ue2t,toys,1550.0,45.0,15.0,35.0,23625.0
OC0OzjmplmGc,toys,400.0,19.0,13.0,19.0,4693.0
tK5RN8V2VTWt,toys,1500.0,65.0,8.0,38.0,19760.0
fmDXCfT8uVVz,toys,2350.0,33.0,7.0,37.0,8547.0
xnTJMQvvzAgv,toys,200.0,41.0,2.0,29.0,2378.0
jaTqEBTZHnWK,toys,900.0,40.0,3.0,30.0,3600.0
5a3fOLvOnQ3s,toys,396.0,18.0,11.0,14.0,2772.0
2aDAegLQb9Hj,toys,200.0,41.0,2.0,29.0,2378.0
hEZiSOpr9zse,furniture_decor,2900.0,40.0,10.0,35.0,14000.0
5XyF6Al83MtA,sports_leisure,150.0,16.0,16.0,11.0,2816.0
vKqDwY15EjRu,toys,300.0,25.0,2.0,18.0,900.0
ssZQDTdv1ISb,toys,400.0,34.0,4.0,22.0,2992.0
kpaWBO7LJ3AD,toys,560.0,19.0,13.0,17.0,4199.0
DGRAruKj0rg7,health_beauty,400.0,15.0,13.0,14.0,2730.0
zRKzZNzaZP77,toys,11050.0,58.0,20.0,56.0,64960.0
JCdfJbT3dMnM,computers_accessories,200.0,41.0,2.0,29.0,2378.0
Ujv4zJJCRafc,bed_bath_table,2500.0,43.0,8.0,33.0,11352.0
ZTm7S8NKiBkV,telephony,150.0,19.0,15.0,15.0,4275.0
vi4eFR4SslWH,toys,343.0,32.0,10.0,20.0,6400.0
jTlenWb1Fk0m,toys,250.0,16.0,8.0,16.0,2048.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0,19800.0
KLjAlQzuD1Xd,toys,350.0,16.0,5.0,20.0,1600.0
3DQy5UZq3qg9,toys,1900.0,16.0,16.0,16.0,4096.0
Za9F44E8BZ0I,toys,1400.0,45.0,30.0,20.0,27000.0
YiE9yHgFqDFl,toys,6950.0,21.0,65.0,21.0,28665.0
m1hxm9WkOFOd,toys,900.0,33.0,17.0,12.0,6732.0
3FfDxNYBiaEE,toys,700.0,65.0,18.0,28.0,32760.0
RL5RhcHFQb49,bed_bath_table,1450.0,45.0,10.0,15.0,6750.0
OAXsFupIbOZH,baby,13575.0,71.0,81.0,44.0,253044.0
NIA97X2Am6P5,toys,700.0,45.0,15.0,35.0,23625.0
tJSjR1AbQ1F4,toys,400.0,16.0,16.0,16.0,4096.0
Z84SLujuMnyN,toys,2100.0,30.0,5.0,30.0,4500.0
HsgRBL1F4Uze,furniture_decor,200.0,55.0,6.0,55.0,18150.0
bfkYf8WcDtMl,toys,250.0,16.0,5.0,15.0,1200.0
so8ZktyEuXZr,toys,750.0,24.0,15.0,18.0,6480.0
mzlNO90duh9u,toys,350.0,17.0,4.0,12.0,816.0
GDOfZW99hKZo,consoles_games,150.0,23.0,3.0,18.0,1242.0
ronaFSyRDCrW,toys,1250.0,26.0,21.0,20.0,10920.0
UINrbhrLBIeY,toys,1500.0,18.0,53.0,30.0,28620.0
MQhk2Ri5OYwa,toys,300.0,16.0,2.0,11.0,352.0
rHSTHjYFnJS8,toys,9750.0,35.0,12.0,30.0,12600.0
DsP0QUh8tgta,toys,100.0,20.0,20.0,20.0,8000.0
qTxuRtSw7zhY,toys,400.0,16.0,6.0,11.0,1056.0
BAHWavplX9FD,housewares,5500.0,32.0,32.0,32.0,32768.0
zMJ857L4miR5,toys,150.0,16.0,9.0,11.0,1584.0
QzAC1fDWMbmk,toys,100.0,11.0,11.0,11.0,1331.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0,3042.0
nhdanlZn78OG,toys,300.0,20.0,16.0,16.0,5120.0
o5DNzuqpq3x4,toys,100.0,35.0,10.0,20.0,7000.0
LQda8VEok78v,toys,400.0,18.0,9.0,16.0,2592.0
JPJ66l1zE5Yh,toys,283.0,24.0,23.0,20.0,11040.0
XHzAanD5n2Ch,toys,9550.0,57.0,54.0,22.0,67716.0
nRCGSNEb4RUm,bed_bath_table,1100.0,50.0,12.0,12.0,7200.0
LAYO9V5XwW1T,furniture_decor,8500.0,35.0,45.0,45.0,70875.0
LUC27pwZQect,toys,1232.0,38.0,18.0,25.0,17100.0
zoBzpWW3p1n1,perfumery,400.0,20.0,11.0,11.0,2420.0
xAU5QJnI3NSi,toys,400.0,18.0,11.0,20.0,3960.0
oX8dgtFlR8Vj,toys,1750.0,30.0,30.0,30.0,27000.0
Ez9srfz3jOkb,toys,1850.0,19.0,16.0,17.0,5168.0
3FAOpWw8lQRG,sports_leisure,400.0,70.0,10.0,20.0,14000.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0,19800.0
mBDyhxKmTlks,toys,400.0,40.0,4.0,30.0,4800.0
IeW3Pgdkoqf5,toys,1300.0,19.0,13.0,14.0,3458.0
Hxg7k5LWp2pq,toys,2550.0,28.0,14.0,20.0,7840.0
M2OT8mwzABSQ,toys,200.0,27.0,13.0,17.0,5967.0
yJEaaj5H3JBT,toys,150.0,20.0,12.0,16.0,3840.0
ukayTty7PC6M,toys,150.0,16.0,7.0,11.0,1232.0
XMBo75IIbhZ3,toys,2500.0,30.0,6.0,29.0,5220.0
x2473gHktSB1,toys,900.0,25.0,12.0,38.0,11400.0
cqhRjSs7l9yS,toys,250.0,16.0,2.0,20.0,640.0
qKkYTZBmMZjr,toys,300.0,16.0,10.0,20.0,3200.0
VDEBigGAwD3J,toys,1550.0,44.0,14.0,34.0,20944.0
fGNJBBA4I6Sb,toys,300.0,16.0,16.0,16.0,4096.0
7ba9znpcLheP,toys,375.0,16.0,8.0,11.0,1408.0
JGD9VOIF3lhm,pet_shop,1250.0,40.0,20.0,30.0,24000.0
YGcEbk2hMQPZ,perfumery,127.0,14.0,16.0,12.0,2688.0
ATGPWlX4AfC3,toys,900.0,22.0,22.0,15.0,7260.0
dk1KX0rRoCtD,toys,2250.0,45.0,21.0,26.0,24570.0
CHIaIo8G8vzG,housewares,425.0,23.0,15.0,18.0,6210.0
hIJmkkOE9Lue,toys,950.0,40.0,15.0,31.0,18600.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
fH7bzxkN0LMX,toys,7300.0,40.0,40.0,30.0,48000.0
9NwzO0Pm0fDM,toys,1550.0,30.0,22.0,30.0,19800.0
Tc1SLU3m5yy1,toys,900.0,80.0,10.0,60.0,48000.0
OKBhH0ToFXIf,toys,400.0,29.0,7.0,16.0,3248.0
VRyrqrmHas79,toys,100.0,25.0,11.0,11.0,3025.0
fL9NXDN6MUcm,toys,1500.0,42.0,10.0,32.0,13440.0
CXoMcbZLIrrz,toys,1175.0,31.0,22.0,19.0,12958.0
YWxNxMu4wOKG,toys,1050.0,36.0,24.0,22.0,19008.0
ASwtuDLF0ywq,toys,850.0,17.0,10.0,15.0,2550.0
x7LQ6tCvXa0m,toys,1038.0,41.0,22.0,28.0,25256.0
OinonZh353hG,toys,120.0,16.0,13.0,13.0,2704.0
NC6oQrQwQvei,toys,150.0,18.0,12.0,15.0,3240.0
o1MmSG45GTLJ,toys,7725.0,53.0,51.0,18.0,48654.0
QFEPpUqsBc3S,toys,650.0,18.0,25.0,19.0,8550.0
7Z8f06hMZZhF,toys,125.0,20.0,16.0,19.0,6080.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0,32560.0
3qd4PVkv3GJv,toys,850.0,19.0,15.0,18.0,5130.0
mUxWrk8V140d,toys,633.0,32.0,17.0,29.0,15776.0
herUwO6uekCe,toys,100.0,16.0,3.0,12.0,576.0
DhaOKA7Xdq2z,toys,297.0,18.0,11.0,18.0,3564.0
1j0ePdW55Vjs,toys,2450.0,45.0,14.0,34.0,21420.0
mvnHnvMfBdIB,toys,4381.0,18.0,14.0,14.0,3528.0
SlZv1n2YdeAO,toys,600.0,16.0,10.0,16.0,2560.0
2H4hdriLG29s,housewares,425.0,41.0,12.0,13.0,6396.0
DWI07vcxaNPj,toys,3100.0,45.0,28.0,26.0,32760.0
fyyItGF8dBiA,toys,200.0,25.0,8.0,18.0,3600.0
YlqlFrJQcaoz,toys,3000.0,47.0,36.0,25.0,42300.0
iVeKrkOwvvyX,toys,10900.0,39.0,12.0,42.0,19656.0
MnQTgZv9qzQh,toys,2750.0,50.0,50.0,16.0,40000.0
mP7AWPP2PCJ4,toys,200.0,19.0,4.0,11.0,836.0
LF2g0EHpUTtX,toys,1050.0,22.0,22.0,24.0,11616.0
1bY1VUVYeGmH,toys,7900.0,44.0,21.0,38.0,35112.0
9n2VugJXefUP,toys,900.0,40.0,13.0,23.0,11960.0
tVsyIsHtuPXB,telephony,150.0,19.0,4.0,11.0,836.0
GX5FJQojpeLG,costruction_tools_garden,3097.0,57.0,9.0,35.0,17955.0
fxaWSJa8pHY1,toys,525.0,21.0,18.0,16.0,6048.0
8LfATvVScZL8,auto,1400.0,30.0,30.0,30.0,27000.0
AmhKOX7rcuMy,toys,50.0,16.0,5.0,11.0,880.0
ia13IItqa5fz,toys,638.0,19.0,13.0,16.0,3952.0
bNRhYb87HhYt,toys,625.0,21.0,13.0,13.0,3549.0
d29iumBrnbn6,toys,1650.0,30.0,4.0,30.0,3600.0
MsEZQVXeJHPN,toys,1400.0,32.0,6.0,28.0,5376.0
iVeKrkOwvvyX,toys,10900.0,39.0,12.0,42.0,19656.0
A07swqGsjXLx,toys,200.0,16.0,2.0,20.0,640.0
Sch1YncCTAoz,toys,3200.0,30.0,20.0,19.0,11400.0
GS49602yJ67g,toys,875.0,26.0,19.0,23.0,11362.0
ZVFpm59nE2Ft,furniture_decor,1300.0,60.0,12.0,12.0,8640.0
Nk6zZipuYNMu,toys,400.0,16.0,16.0,16.0,4096.0
G1IY1oEEODhg,toys,416.0,18.0,9.0,13.0,2106.0
ezFgSgFLGzVz,telephony,300.0,17.0,4.0,12.0,816.0
lyv7bqEb4rfG,computers_accessories,1225.0,43.0,15.0,21.0,13545.0
U12L66pFn1Cd,toys,1050.0,38.0,10.0,38.0,14440.0
uJrBJZZ2nmcj,toys,150.0,17.0,10.0,13.0,2210.0
vTrdy4RV0PS5,toys,2200.0,48.0,25.0,25.0,30000.0
PPSYVFlThKng,toys,700.0,16.0,2.0,20.0,640.0
HcJfIxIZke8S,toys,400.0,20.0,12.0,15.0,3600.0
kVgPf9MXnnso,toys,150.0,25.0,7.0,16.0,2800.0
jWyR1q6W4ihV,toys,213.0,18.0,12.0,13.0,2808.0
KFuPwSsJH9FK,furniture_decor,2550.0,30.0,35.0,30.0,31500.0
8iHGiMRHaZez,toys,250.0,16.0,25.0,15.0,6000.0
uLLFfxMoB9YX,telephony,124.0,22.0,5.0,16.0,1760.0
ZmiSVZgdhtrc,toys,100.0,20.0,10.0,12.0,2400.0
3H7nJ3Wp12et,toys,350.0,17.0,17.0,17.0,4913.0
PyjlDSHRGdSt,toys,1850.0,24.0,36.0,23.0,19872.0
NC6oQrQwQvei,toys,150.0,18.0,12.0,15.0,3240.0
HVfOZRM2enIb,toys,600.0,30.0,40.0,50.0,60000.0
S44SDYLAuJ4W,toys,350.0,17.0,10.0,17.0,2890.0
uAoOMo22UMav,toys,300.0,16.0,5.0,11.0,880.0
Ot9X0uPil5sc,toys,1550.0,62.0,18.0,15.0,16740.0
orUwK0JfotYQ,toys,300.0,40.0,4.0,30.0,4800.0
czm9VK3rSdaT,toys,6300.0,60.0,25.0,25.0,37500.0
tK5RN8V2VTWt,toys,1500.0,65.0,8.0,38.0,19760.0
1GBCdpvaXXM7,toys,2000.0,80.0,20.0,20.0,32000.0
YzmfDSEyCQyb,bed_bath_table,1175.0,29.0,19.0,26.0,14326.0
VEEkd3Sv5yOX,bed_bath_table,1600.0,35.0,20.0,25.0,17500.0
46mXgCyqZ1zg,toys,950.0,31.0,4.0,23.0,2852.0
IIcMwTyPfgjA,toys,1150.0,33.0,9.0,38.0,11286.0
zshJhzyjUYvc,toys,169.0,16.0,10.0,12.0,1920.0
wqw3gN63vI8l,toys,100.0,18.0,6.0,11.0,1188.0
XJ5jAdzCylxg,toys,1600.0,24.0,13.0,16.0,4992.0
cLbcFO4ClR27,health_beauty,1188.0,19.0,12.0,17.0,3876.0
ZTsfMadzXGDu,sports_leisure,2500.0,20.0,11.0,11.0,2420.0
oUaq0Emczjrp,toys,175.0,23.0,21.0,21.0,10143.0
Llc34brRaltI,housewares,950.0,53.0,5.0,13.0,3445.0
pFhrTs4IZ0fp,toys,100.0,16.0,11.0,12.0,2112.0
XqGisKnBXCsT,toys,2100.0,53.0,25.0,20.0,26500.0
K21GjvOC8E0K,toys,800.0,16.0,20.0,28.0,8960.0
hQbT0Kv2j8IE,toys,1000.0,25.0,5.0,20.0,2500.0
Nx5szcxvzJ6r,toys,3150.0,42.0,16.0,34.0,22848.0
JUZSyxq6s6nI,toys,400.0,20.0,12.0,15.0,3600.0
Y9RZLlJmz7ht,toys,125.0,16.0,12.0,12.0,2304.0
W9DbGWXWkanE,toys,1300.0,29.0,23.0,23.0,15341.0
irDhF02s7Znq,toys,800.0,46.0,10.0,32.0,14720.0
e8zrprw200NG,toys,1517.0,31.0,22.0,28.0,19096.0
7GCN6AqZJjei,toys,2300.0,43.0,8.0,33.0,11352.0
8LDdK9rL46CK,toys,350.0,22.0,11.0,17.0,4114.0
sncMLCVPSQyL,toys,250.0,26.0,18.0,20.0,9360.0
RZgG3BkHQFLA,,2300.0,36.0,21.0,36.0,27216.0
hrjNaMt3Wyo5,toys,1850.0,37.0,22.0,40.0,32560.0
WFCuXFdXZyDD,toys,13250.0,52.0,52.0,52.0,140608.0
2Y98BQOoCIQS,toys,200.0,16.0,6.0,14.0,1344.0
ywB3lenJMvzr,toys,725.0,27.0,10.0,16.0,4320.0
hIJmkkOE9Lue,toys,950.0,40.0,15.0,31.0,18600.0
irKpznocpsvf,toys,1813.0,67.0,12.0,47.0,37788.0
xnCui1Q4Zfoz,bed_bath_table,250.0,20.0,2.0,15.0,600.0
ADjTvWKCxAwd,toys,1700.0,25.0,10.0,17.0,4250.0
vpYrsPw69Wsc,toys,2200.0,47.0,21.0,41.0,40467.0
EF9XtEoAVyJa,toys,4800.0,47.0,19.0,23.0,20539.0
jdkNsNMtb2Ca,toys,10450.0,80.0,15.0,33.0,39600.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0,2210.0
nyzyiRsJmCyG,auto,1050.0,16.0,5.0,16.0,1280.0
PJxL0d2uBSTX,toys,200.0,22.0,3.0,15.0,990.0
YDylrM93oc2Y,housewares,956.0,29.0,27.0,20.0,15660.0
EfmHXLvA0JuQ,toys,950.0,40.0,20.0,12.0,9600.0
lbws6eAHzClZ,toys,3300.0,50.0,30.0,30.0,45000.0
xd1uzxed845G,toys,9200.0,53.0,52.0,17.0,46852.0
nXZPk6g0AKxS,telephony,450.0,17.0,3.0,11.0,561.0
INjtYrEXU3Cn,toys,200.0,20.0,20.0,20.0,8000.0
crBxrsi3JDlg,toys,7500.0,20.0,30.0,82.0,49200.0
FZKmRAY3nmo9,toys,117.0,16.0,14.0,16.0,3584.0
