order_id,customer_id,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_month,total_items,unique_products,unique_sellers,product_revenue,shipping_charges,total_order_value,shipping_to_price_pct,unique_categories,main_product_category,avg_product_weight_g,avg_product_volume_cm3,payment_rows,main_payment_type,max_installments,payment_value,payment_difference,payment_match_status
5PDWSHKBeyXn,l2kjsw0ZJHJn,"rio de janeiro",rj,"2018-06-18 17:05:41","2018-06-18 17:21:27",2018-06-01,1,1,1,719.00,67.77,786.77,9.43,1,toys,7800.00,43400.00,1,credit_card,3,223.08,-563.69,potential_gap
5gLejWWPRLYY,0fTYi1INfTo6,itaocara,rj,"2017-08-27 19:49:14","2017-08-27 20:04:54",2017-08-01,1,1,1,71.25,84.66,155.91,118.82,1,watches_gifts,733.00,3060.00,1,credit_card,3,33.78,-122.13,potential_gap
5qtzXOYuYY9l,FtjBkjcbxvK6,mesquita,rj,"2018-08-01 02:02:28","2018-08-01 02:15:06",2018-08-01,1,1,1,399.20,5.00,404.20,1.25,1,toys,1075.00,7581.00,1,credit_card,5,65.55,-338.65,potential_gap
5EdhHTyipOCZ,vvsKsmpLNgPJ,osasco,sp,"2018-07-13 00:03:22","2018-07-13 12:55:36",2018-07-01,1,1,1,161.00,17.37,178.37,10.79,1,toys,1350.00,4320.00,1,debit_card,1,170.43,-7.94,potential_gap
60WOcKCNbYTI,0f7xH51az2Gl,manaus,am,"2017-03-24 16:31:56","2017-03-24 16:45:10",2017-03-01,1,1,1,128.99,61.44,190.43,47.63,1,toys,500.00,3240.00,1,credit_card,1,342.12,151.69,potential_gap
5sTFpwHsbjgB,LMn1teaQdYcl,"sao paulo",sp,"2017-09-03 17:22:56","2017-09-03 17:30:19",2017-09-01,1,1,1,42.79,64.05,106.84,149.68,1,housewares,7250.00,38475.00,1,credit_card,2,27.46,-79.38,potential_gap
5xKwisLaJlq4,tGbYGyOQHA7D,"rio de janeiro",rj,"2018-05-09 23:51:53","2018-05-10 00:14:03",2018-05-01,1,1,1,161.00,61.03,222.03,37.91,1,toys,250.00,640.00,1,credit_card,7,14.32,-207.71,potential_gap
5Gutgx65CCvs,7way0E7fsHyH,"sao caetano do sul",sp,"2018-05-05 22:59:57","2018-05-05 23:10:43",2018-05-01,1,1,1,62.83,29.36,92.19,46.73,1,toys,400.00,2244.00,1,credit_card,2,222.03,129.84,potential_gap
5ROK7gbG3EhG,OEgmCDgLN2Bj,paracambi,rj,"2018-06-07 22:21:19","2018-06-08 22:18:51",2018-06-01,1,1,1,867.77,49.55,917.32,5.71,1,toys,350.00,1936.00,1,credit_card,2,200.80,-716.52,potential_gap
5OHHb0NC8RaH,9FjSWafAQcpZ,"porto alegre",rs,"2018-02-08 00:22:34","2018-02-08 01:35:40",2018-02-01,1,1,1,150.82,72.67,223.49,48.18,1,toys,180.00,2210.00,1,credit_card,2,130.77,-92.72,potential_gap
5qi4cftOfDzT,C9V2o8xOlnhh,"porto alegre",rs,"2018-08-07 16:35:35","2018-08-08 14:10:16",2018-08-01,1,1,1,22.30,12.06,34.36,54.08,1,toys,700.00,10080.00,1,credit_card,6,575.69,541.33,potential_gap
5zxdBabBUiOK,pp86dgQ781Hr,atibaia,sp,"2018-03-06 19:56:34","2018-03-06 20:10:49",2018-03-01,1,1,1,91.33,35.74,127.07,39.13,1,toys,10475.00,45084.00,1,credit_card,1,165.81,38.74,potential_gap
5iEteFMi6T43,W1EdU3ii8mUj,brasilia,df,"2018-05-15 21:31:55","2018-05-15 21:54:02",2018-05-01,1,1,1,197.99,75.26,273.25,38.01,1,toys,2150.00,3000.00,1,voucher,1,408.76,135.51,potential_gap
59VW7K14WZLs,PxURUp1GLj2t,"sao goncalo",rj,"2018-06-28 18:43:34","2018-06-28 18:55:13",2018-06-01,1,1,1,89.10,23.23,112.33,26.07,1,watches_gifts,500.00,352.00,1,credit_card,4,180.75,68.42,potential_gap
59cemUXLZLZ8,oj0Br1KXyeji,"sao paulo",sp,"2018-02-12 11:44:29","2018-02-15 04:07:11",2018-02-01,1,1,1,509.99,28.79,538.78,5.65,1,toys,1850.00,32560.00,1,wallet,1,21.62,-517.16,potential_gap
611zQVnxNFgj,hURM9oSIfh1w,"belo horizonte",mg,"2018-08-10 08:31:16","2018-08-14 04:30:24",2018-08-01,1,1,1,115.50,12.28,127.78,10.63,1,toys,200.00,4199.00,1,wallet,1,328.73,200.95,potential_gap
5RE7BNOEt971,wYvkMoAbGwhB,curitiba,pr,"2018-06-14 17:58:01","2018-06-14 18:18:39",2018-06-01,1,1,1,111.27,27.62,138.89,24.82,1,sports_leisure,6150.00,8000.00,1,credit_card,1,279.11,140.22,potential_gap
37QvchCqGueM,74rAWHUTjfMp,guarulhos,sp,"2018-07-31 10:05:29","2018-08-01 02:45:12",2018-07-01,1,1,1,239.99,46.22,286.21,19.26,1,toys,1367.00,16965.00,1,wallet,1,210.90,-75.31,potential_gap
3Au1vL4qWRLE,Mkbx7U8de3nV,salto,sp,"2018-07-29 11:12:28","2018-07-29 11:25:08",2018-07-01,1,1,1,2899.00,61.11,2960.11,2.11,1,watches_gifts,400.00,640.00,1,credit_card,1,188.79,-2771.32,potential_gap
3cYxQF38D6M8,T3bfXhQ6ii4W,osasco,sp,"2017-12-07 14:11:04","2017-12-07 15:29:30",2017-12-01,1,1,1,142.20,32.34,174.54,22.74,1,toys,175.00,4862.00,1,credit_card,1,59.36,-115.18,potential_gap
34trQi7PR6RL,oOjraS3UwT4P,"belo horizonte",mg,"2017-12-14 16:22:20","2017-12-16 02:51:49",2017-12-01,1,1,1,79.50,102.46,181.96,128.88,1,toys,2350.00,10240.00,1,wallet,1,967.70,785.74,potential_gap
3AT4fLpmDfkH,hkmue7FhdXQK,claudio,mg,"2017-09-15 16:20:38","2017-09-15 16:35:14",2017-09-01,1,1,1,231.27,61.42,292.69,26.56,1,toys,2500.00,9009.00,1,credit_card,5,30.45,-262.24,potential_gap
36TtakNBPLnd,R8xKzvkSQexC,belem,pa,"2018-04-05 22:47:52","2018-04-05 23:08:46",2018-04-01,1,1,1,56.89,1.12,58.01,1.97,1,toys,500.00,3200.00,1,credit_card,1,1.70,-56.31,potential_gap
37ng7kWWOOFS,5gaPRnCYuXKT,"rio de janeiro",rj,"2018-04-06 12:54:18","2018-04-06 13:09:11",2018-04-01,1,1,1,359.60,97.74,457.34,27.18,1,computers_accessories,225.00,2880.00,1,credit_card,1,532.55,75.21,potential_gap
3f4J919mLapS,jaaLudpOdmTD,"rio de janeiro",rj,"2018-02-20 21:56:30","2018-02-20 22:08:07",2018-02-01,1,1,1,161.00,32.95,193.95,20.47,1,toys,500.00,50000.00,1,credit_card,1,425.89,231.94,potential_gap
3dUfhr4gLCS5,Y4t5XwaqcMLi,"sao paulo",sp,"2018-08-15 15:18:12","2018-08-16 03:24:07",2018-08-01,1,1,1,148.50,267.08,415.58,179.85,1,construction_tools_construction,3400.00,15120.00,1,wallet,1,173.59,-241.99,potential_gap
3af3uP39AGfU,RRTegLSc9w4B,"sao paulo",sp,"2018-02-23 14:34:34","2018-02-23 14:51:07",2018-02-01,1,1,1,46.86,32.34,79.20,69.01,1,toys,400.00,1920.00,1,credit_card,1,67.02,-12.18,potential_gap
3fPIpDjnblgZ,ECeDRO5rtukh,"sao luis",ma,"2017-08-05 14:55:19","2017-08-05 15:10:14",2017-08-01,1,1,1,35.95,10.00,45.95,27.82,1,toys,700.00,15625.00,1,credit_card,10,99.26,53.31,potential_gap
3DyvpJatMX0Y,ARrX4aj7yHIU,"pirapora do bom jesus",sp,"2018-01-26 20:17:07","2018-01-26 20:37:19",2018-01-01,1,1,1,167.68,0.08,167.76,0.05,1,toys,18050.00,75000.00,1,credit_card,5,290.15,122.39,potential_gap
3cUAndoCHHTs,8RijQa9gv37w,sertaozinho,sp,"2017-09-15 21:42:01","2017-09-15 21:50:17",2017-09-01,1,1,1,849.50,71.02,920.52,8.36,1,toys,1500.00,4692.00,1,credit_card,10,93.02,-827.50,potential_gap
3BELAhCh9q8a,OY5wDIKbvrbm,"sao carlos",sp,"2018-01-29 08:59:43","2018-01-29 09:18:39",2018-01-01,1,1,1,28.82,23.17,51.99,80.40,1,toys,313.00,3780.00,1,credit_card,1,231.76,179.77,potential_gap
3ANxDqZCASnb,awxdvDpkcWGQ,"sao paulo",sp,"2018-06-25 16:56:23","2018-06-25 17:19:17",2018-06-01,1,1,1,199.96,35.99,235.95,18.00,1,toys,300.00,2704.00,1,credit_card,6,139.82,-96.13,potential_gap
3b9lCtGJ1zn1,R5wSE7M0Ou2N,"tres rios",rj,"2017-08-02 19:55:32","2017-08-02 20:05:31",2017-08-01,1,1,1,34.36,74.50,108.86,216.82,1,toys,10900.00,19656.00,1,credit_card,6,38.53,-70.33,potential_gap
3DkKmDlQnErL,LYgb3KNGiqtW,"sao goncalo",rj,"2017-12-28 11:20:27","2017-12-28 12:16:32",2017-12-01,1,1,1,33.41,50.74,84.15,151.87,1,toys,350.00,704.00,1,wallet,1,378.09,293.94,potential_gap
3LvkN8B20VfZ,TvhV1lJBRcF3,"sao paulo",sp,"2018-04-28 20:16:29","2018-04-28 20:30:54",2018-04-01,1,1,1,125.46,95.89,221.35,76.43,1,toys,1150.00,23166.00,1,credit_card,1,90.26,-131.09,potential_gap
42CmA5cTKfbn,pKGRzJUM4FQJ,"teixeira de freitas",ba,"2018-07-04 16:24:07","2018-07-05 16:32:51",2018-07-01,1,1,1,124.89,33.49,158.38,26.82,1,toys,1150.00,11286.00,1,credit_card,3,346.50,188.12,potential_gap
3JPOB8NL0LYR,G1hyTVH1TQR3,"campo grande",ms,"2017-11-20 20:02:06","2017-11-20 20:13:30",2017-11-01,1,1,1,950.00,20.90,970.90,2.20,1,toys,150.00,1188.00,1,credit_card,3,545.90,-425.00,potential_gap
4gwfxaqe4TtI,eVZRefw1eGQV,"sao paulo",sp,"2017-06-30 12:23:34","2017-06-30 12:43:01",2017-06-01,1,1,1,692.00,2.75,694.75,0.40,1,toys,1850.00,32560.00,1,debit_card,1,38.51,-656.24,potential_gap
4Pg5s2Qv2FRK,NAm49Thc5opP,atibaia,sp,"2018-02-14 16:34:27","2018-02-21 12:28:15",2018-02-01,1,1,1,56.50,8.60,65.10,15.22,1,toys,3000.00,18000.00,1,voucher,1,3.88,-61.22,potential_gap
3r0TOv5RdukF,hVXOmac6jFuS,cotia,sp,"2018-03-20 15:09:28","2018-03-20 15:29:30",2018-03-01,1,1,1,161.00,18.40,179.40,11.43,1,toys,1867.00,7776.00,1,credit_card,2,172.58,-6.82,potential_gap
3X0hmCykJSnQ,qd3K51GBI8iZ,olinda,pe,"2018-04-19 01:26:50","2018-04-19 01:51:46",2018-04-01,1,1,1,779.90,89.34,869.24,11.46,1,toys,300.00,816.00,1,credit_card,4,270.71,-598.53,potential_gap
3hCSqFvc4FK1,r4R7wIX3YM2e,santos,sp,"2018-01-06 00:09:51","2018-01-06 00:18:19",2018-01-01,1,1,1,114.89,33.48,148.37,29.14,1,health_beauty,600.00,8151.00,1,voucher,1,8.60,-139.77,potential_gap
4YLboGuLEFB6,8KT6mbpJMCnr,recife,pe,"2017-12-18 14:44:23","2017-12-18 15:54:23",2017-12-01,1,1,1,159.90,21.43,181.33,13.40,1,toys,667.00,2926.00,1,credit_card,7,409.54,228.21,potential_gap
3IqWyeo9qXHq,ekyIidtsvT6M,"nova friburgo",rj,"2017-07-14 14:35:26","2017-07-15 14:43:23",2017-07-01,1,1,1,319.29,14.25,333.54,4.46,1,health_beauty,250.00,3960.00,1,credit_card,3,14.27,-319.27,potential_gap
4b5XLwhCKbqZ,y1ZL0z0tppHC,"sao paulo",sp,"2017-09-11 01:06:45","2017-09-11 01:23:59",2017-09-01,1,1,1,455.70,25.85,481.55,5.67,1,toys,525.00,4608.00,1,credit_card,9,226.68,-254.87,potential_gap
40wecgzhQkrH,TtUM3jAGgTqH,aracaju,se,"2018-04-12 14:12:39","2018-04-13 02:32:16",2018-04-01,1,1,1,28.82,75.56,104.38,262.18,1,toys,700.00,60000.00,1,wallet,1,66.74,-37.64,potential_gap
4QAHfAOILpik,Ir31vc2bO7Wn,"sao paulo",sp,"2018-04-13 23:52:54","2018-04-14 00:14:43",2018-04-01,1,1,1,656.43,105.38,761.81,16.05,1,toys,750.00,4576.00,1,credit_card,6,206.88,-554.93,potential_gap
4hSUVfus7e88,MYVIPtmjtAYN,jundiai,sp,"2018-08-07 00:20:34","2018-08-08 03:15:21",2018-08-01,1,1,1,68.10,34.06,102.16,50.01,1,toys,350.00,2964.00,1,wallet,1,101.86,-0.30,matched
3VdNKRWRokZN,TFA5M52a8gnd,salinas,mg,"2017-12-22 17:37:58","2017-12-22 17:50:07",2017-12-01,1,1,1,34.00,87.87,121.87,258.44,1,toys,1350.00,31920.00,1,credit_card,7,213.11,91.24,potential_gap
4ypefNGplfGF,N3FzhS2oez7O,goiania,go,"2017-11-10 07:56:18","2017-11-10 08:10:20",2017-11-01,1,1,1,42.79,61.42,104.21,143.54,1,toys,300.00,1408.00,1,credit_card,2,299.74,195.53,potential_gap
3kntxlp7NlUY,K4oQ5cwGzDqC,"sao leopoldo",rs,"2017-11-13 16:23:17","2017-11-13 16:56:00",2017-11-01,1,1,1,206.57,34.60,241.17,16.75,1,toys,5650.00,60000.00,1,credit_card,9,108.14,-133.03,potential_gap
40ZGgNC8keXd,eiYjjfSQ3yba,serra,es,"2018-02-26 18:30:59","2018-02-28 09:56:32",2018-02-01,1,1,1,389.89,17.37,407.26,4.46,1,toys,100.00,352.00,1,wallet,1,36.04,-371.22,potential_gap
4EwZvzXA7Bql,brBzAALCr5fw,"rio de janeiro",rj,"2018-01-26 12:00:35","2018-01-30 05:31:54",2018-01-01,1,1,1,58.10,0.21,58.31,0.36,1,office_furniture,11880.00,81000.00,1,wallet,1,159.34,101.03,potential_gap
3Q9cmoppoKa4,aKY6HUTfdhz8,brusque,sc,"2018-02-02 16:52:25","2018-02-03 02:52:41",2018-02-01,1,1,1,339.90,42.49,382.39,12.50,1,toys,300.00,2268.00,1,wallet,1,216.82,-165.57,potential_gap
43sJ3cFQQ2M0,5gJFMuBtOyPL,"belo horizonte",mg,"2017-11-30 11:16:17","2017-11-30 11:42:25",2017-11-01,1,1,1,475.00,47.55,522.55,10.01,1,toys,350.00,3800.00,1,credit_card,2,123.97,-398.58,potential_gap
3MqRDsEPFsWd,cUJAoY8jP1hz,"rio de janeiro",rj,"2018-05-12 10:52:23","2018-05-14 14:10:18",2018-05-01,1,1,1,37.84,51.82,89.66,136.95,1,industry_commerce_and_business,7225.00,41200.00,1,wallet,1,1300.57,1210.91,potential_gap
4QN8xi314Wov,7O7KPI25SHjO,"sao paulo",sp,"2018-02-26 19:47:11","2018-02-26 20:28:32",2018-02-01,1,1,1,55.55,6.08,61.63,10.95,1,toys,1300.00,8372.00,1,credit_card,1,13.53,-48.10,potential_gap
3I942KxfekJ6,0oCMwzMmdLDy,"sao paulo",sp,"2017-10-02 15:49:23","2017-10-02 16:05:19",2017-10-01,1,1,1,676.97,45.79,722.76,6.76,1,toys,19400.00,120960.00,1,credit_card,10,363.15,-359.61,potential_gap
4HwoTxxWgKD1,2TFUmdsnhXmI,"sao paulo",sp,"2018-02-02 06:58:41","2018-02-02 07:11:48",2018-02-01,1,1,1,139.90,20.51,160.41,14.66,1,toys,675.00,6300.00,1,credit_card,2,41.71,-118.70,potential_gap
4dp8vGSv7ErH,gRPWzzkbOhL0,"rio de janeiro",rj,"2018-02-05 17:27:54","2018-02-06 17:32:25",2018-02-01,1,1,1,148.50,8.85,157.35,5.96,1,toys,1300.00,5940.00,1,voucher,1,328.17,170.82,potential_gap
4iayHzjryzJR,A3bgeV5UuADU,paranagua,pr,"2018-01-19 17:47:57","2018-01-20 09:10:52",2018-01-01,1,1,1,451.00,51.97,502.97,11.52,1,sports_leisure,360.00,4032.00,1,wallet,1,773.25,270.28,potential_gap
4AGg1eXUdlUu,qNzozaOhdfmN,paraguacu,mg,"2018-01-03 08:46:55","2018-01-03 08:57:24",2018-01-01,1,1,1,56.89,9.54,66.43,16.77,1,toys,700.00,14400.00,1,credit_card,8,839.49,773.06,potential_gap
4xxHoOzvP4FB,GJgnwlJht9Ej,recife,pe,"2018-02-13 18:20:51","2018-02-13 18:30:31",2018-02-01,1,1,1,198.50,156.05,354.55,78.61,1,toys,150.00,4410.00,1,credit_card,1,194.96,-159.59,potential_gap
4tPmFo3RMK9z,hrZH5dOoN3SH,"santa maria",rs,"2018-04-19 10:59:31","2018-04-19 11:36:50",2018-04-01,1,1,1,58.10,64.26,122.36,110.60,1,toys,4325.00,33000.00,1,credit_card,1,280.68,158.32,potential_gap
4WNFN6jbg4f1,b7pKxW8bmdQe,"sao paulo",sp,"2017-10-09 19:02:53","2017-10-09 19:14:40",2017-10-01,1,1,1,56.58,48.35,104.93,85.45,1,computers_accessories,667.00,10260.00,1,credit_card,1,169.14,64.21,potential_gap
45eDqzKT8YaB,61Z5T0aTl4oL,"rio de janeiro",rj,"2018-08-15 15:46:35","2018-08-15 15:55:17",2018-08-01,1,1,1,252.99,18.93,271.92,7.48,1,toys,300.00,9375.00,1,credit_card,1,228.51,-43.41,potential_gap
4onHmXrwEY26,dEYyJewjoTie,"cicero dantas",ba,"2018-04-24 17:06:54","2018-04-25 17:12:23",2018-04-01,1,1,1,135.48,46.17,181.65,34.08,1,office_furniture,12775.00,86580.00,1,credit_card,6,36.00,-145.65,potential_gap
4N0oiS6q4yPd,kRUmrvs14v6f,"sao paulo",sp,"2017-11-11 20:22:10","2017-11-11 20:30:50",2017-11-01,1,1,1,18.10,22.78,40.88,125.86,1,toys,1200.00,6720.00,1,credit_card,1,103.02,62.14,potential_gap
4DzrR1vsgXRr,BeJyJWhAgSci,"belo horizonte",mg,"2017-05-19 15:41:12","2017-05-20 15:50:07",2017-05-01,1,1,1,95.03,14.25,109.28,15.00,1,toys,1383.00,20000.00,1,credit_card,6,48.20,-61.08,potential_gap
4kL0tN2i0Xcx,fgVk2MvMLTIj,"sao paulo",sp,"2018-02-20 15:01:40","2018-02-20 15:10:41",2018-02-01,1,1,1,109.60,33.90,143.50,30.93,1,toys,1200.00,12800.00,1,credit_card,1,184.59,41.09,potential_gap
4aWQg9Emja2a,Ek100BSqIQ6s,"balneario camboriu",sc,"2018-03-25 12:13:41","2018-03-25 12:27:54",2018-03-01,1,1,1,849.50,20.25,869.75,2.38,1,toys,8350.00,40000.00,1,credit_card,2,248.84,-620.91,potential_gap
3MepHW3XEoLo,aE2TYqxn86f9,"sao bento do una",pe,"2017-11-08 19:05:31","2017-11-08 19:30:54",2017-11-01,1,1,1,109.82,70.82,180.64,64.49,1,toys,500.00,352.00,1,credit_card,1,49.33,-131.31,potential_gap
3HYae8bZPdjC,bjFqrIK9rv9P,sorocaba,sp,"2017-11-14 09:41:41","2017-11-14 10:48:18",2017-11-01,1,1,1,266.55,6.08,272.63,2.28,1,bed_bath_table,800.00,8000.00,1,debit_card,1,455.86,183.23,potential_gap
4RfGxxA52OU8,9ekzJ0mOtlGU,"sao paulo",sp,"2018-05-08 11:47:04","2018-05-08 12:16:42",2018-05-01,1,1,1,50.90,68.99,119.89,135.54,1,toys,2134.00,8800.00,1,credit_card,4,506.17,386.28,potential_gap
4vbkBp5Ksqjm,hRuzuYZazsHN,itapema,sc,"2017-07-21 19:32:03","2017-07-21 19:45:12",2017-07-01,1,1,1,223.51,35.87,259.38,16.05,1,sports_leisure,1032.00,4080.00,1,credit_card,3,95.67,-163.71,potential_gap
3tibgMMvnMWA,u7hoWjhyQ2IW,"matias barbosa",mg,"2017-12-06 20:31:34","2017-12-06 20:37:32",2017-12-01,1,1,1,107.63,43.16,150.79,40.10,1,fashion_bags_accessories,120.00,2601.00,1,credit_card,2,427.58,276.79,potential_gap
4qOGRoQZ6cNb,Y0VRDn8ClQ8T,"para de minas",mg,"2017-10-11 20:19:10","2017-10-14 04:00:07",2017-10-01,1,1,1,181.56,5.59,187.15,3.08,1,toys,100.00,1584.00,1,wallet,1,144.47,-42.68,potential_gap
3ok5KbuGyeOO,wjhYMis8Rn1b,"porto alegre",rs,"2017-08-03 20:28:29","2017-08-03 21:00:17",2017-08-01,1,1,1,164.98,51.45,216.43,31.19,1,housewares,553.00,2430.00,1,credit_card,1,298.98,82.55,potential_gap
4AJwtCmjNqeY,HC9MarOS1zJe,tramandai,rs,"2017-08-17 18:12:44","2017-08-17 18:55:12",2017-08-01,1,1,1,849.50,37.91,887.41,4.46,1,health_beauty,1500.00,20000.00,1,credit_card,2,227.74,-659.67,potential_gap
5g6fvbDQrBgz,7cGRgMzdv7bK,"sao paulo",sp,"2017-03-28 14:32:18","2017-03-30 02:10:21",2017-03-01,1,1,1,955.00,56.66,1011.66,5.93,1,toys,1400.00,27000.00,1,wallet,1,429.70,-581.96,potential_gap
5FcnvIKGJyeH,pRLSqV3GZwW3,"rio de janeiro",rj,"2017-09-05 08:40:16","2017-09-05 08:50:21",2017-09-01,1,1,1,257.60,47.55,305.15,18.46,1,toys,275.00,1600.00,1,voucher,1,721.63,416.48,potential_gap
5mbdg6wNTxF2,D87RU0oZ2pLT,santos,sp,"2017-09-13 10:35:21","2017-09-13 10:45:24",2017-09-01,1,1,1,106.30,86.98,193.28,81.83,1,toys,3000.00,32000.00,1,credit_card,1,20.45,-172.83,potential_gap
5ciyrPasQtJ0,8q32gkyTj7LA,"porto alegre",rs,"2018-04-09 10:01:08","2018-04-10 09:55:16",2018-04-01,1,1,1,32.28,15.24,47.52,47.21,1,toys,350.00,2178.00,1,credit_card,5,111.71,64.19,potential_gap
5p8vXSCmg0R1,4uVz3vbXSv5f,"ribeirao das neves",mg,"2017-06-26 16:15:10","2017-06-26 16:30:08",2017-06-01,1,1,1,164.90,47.55,212.45,28.84,1,health_beauty,300.00,6750.00,1,credit_card,1,253.36,40.91,potential_gap
5hQjujtmPZRw,1dzJjx2IKrAD,piracicaba,sp,"2018-06-21 22:17:00","2018-06-21 22:38:28",2018-06-01,1,1,1,114.62,34.74,149.36,30.31,1,toys,1250.00,27000.00,1,credit_card,1,50.70,-98.66,potential_gap
5gZMEY2nyYus,530quZ2qXnVM,avare,sp,"2018-07-02 15:59:34","2018-07-02 16:10:56",2018-07-01,1,1,1,15.49,26.48,41.97,170.95,1,watches_gifts,450.00,2112.00,1,credit_card,4,768.62,726.65,potential_gap
56h6XpRSw0HW,ZhRH86DQZ69n,"sao paulo",sp,"2017-12-02 12:01:05","2017-12-02 12:20:27",2017-12-01,1,1,1,106.74,267.08,373.82,250.22,1,toys,500.00,13200.00,1,credit_card,1,1013.85,640.03,potential_gap
5QqpmxKEK6p8,bFFhdJglwwZ4,"sao bernardo do campo",sp,"2018-04-10 12:35:41","2018-04-10 12:50:12",2018-04-01,1,1,1,517.65,3.75,521.40,0.72,1,housewares,9950.00,58621.00,1,credit_card,8,105.20,-416.20,potential_gap
5a1wvRoVcJPA,LsrQXrM8dQC0,"mogi das cruzes",sp,"2017-08-12 22:25:52","2017-08-15 03:44:07",2017-08-01,1,1,1,1688.00,20.51,1708.51,1.22,1,toys,400.00,3640.00,1,wallet,1,80.90,-1627.61,potential_gap
54zgdVTZZBAe,Q3VLq3V6qSFW,"sao luis",ma,"2018-02-19 01:49:59","2018-02-20 07:27:56",2018-02-01,1,1,1,139.79,45.27,185.06,32.38,1,sports_leisure,400.00,10710.00,1,wallet,1,411.69,226.63,potential_gap
5smrgB9fPBQV,11NiN7TkAvYY,"rio claro",sp,"2017-03-03 16:08:51","2017-03-03 16:22:19",2017-03-01,1,1,1,330.00,55.54,385.54,16.83,1,toys,200.00,2100.00,1,credit_card,1,100.70,-284.84,potential_gap
5o8SjckpVmYo,urj1EmEUGt1C,"sao paulo",sp,"2018-04-08 21:55:01","2018-04-08 22:10:12",2018-04-01,1,1,1,42.79,222.38,265.17,519.70,1,toys,1600.00,31500.00,1,credit_card,3,102.96,-162.21,potential_gap
5yaIZla4EjU0,fnk4C7dYxhwZ,manhuacu,mg,"2017-09-21 08:35:15","2017-09-21 08:45:38",2017-09-01,1,1,1,692.00,163.52,855.52,23.63,1,toys,200.00,2880.00,1,credit_card,2,218.19,-637.33,potential_gap
56Ivfinuv64S,KwAxnmwt3jII,"nova iguacu",rj,"2017-03-15 13:31:01","2017-03-15 13:31:01",2017-03-01,1,1,1,18.04,39.96,58.00,221.51,1,toys,1600.00,10000.00,1,credit_card,5,176.49,118.49,potential_gap
5rKCVKfHApmd,2pvSwfFJwDB6,"aguas de lindoia",sp,"2018-04-11 11:57:49","2018-04-13 02:32:11",2018-04-01,1,1,1,31.58,27.95,59.53,88.51,1,toys,15800.00,120960.00,1,wallet,1,90.71,31.18,potential_gap
5KUd3wOXcKDp,ZSLIwuMYGocK,"sao carlos",sp,"2018-04-04 00:02:55","2018-04-04 00:15:43",2018-04-01,1,1,1,28.60,23.07,51.67,80.66,1,toys,200.00,4096.00,1,credit_card,1,100.17,48.50,potential_gap
5zeuFuwy1Kly,NoM7fjEOVpo5,alegrete,rs,"2018-06-08 16:31:34","2018-06-08 19:31:06",2018-06-01,1,1,1,10.60,23.82,34.42,224.72,1,computers_accessories,837.00,7252.00,1,credit_card,1,74.40,39.98,potential_gap
5j7PoG3k7KJ8,g8oVe3Xupf7b,"ribeirao preto",sp,"2018-07-20 10:39:19","2018-07-20 10:50:16",2018-07-01,1,1,1,749.90,47.90,797.80,6.39,1,toys,9167.00,163560.00,1,credit_card,3,219.38,-578.42,potential_gap
5VKmAGsftWDX,Nm2G5aOb0aSc,campinas,sp,"2018-02-19 14:45:06","2018-02-19 14:55:26",2018-02-01,1,1,1,95.03,12.58,107.61,13.24,1,home_confort,1500.00,23625.00,1,credit_card,8,88.10,-19.51,potential_gap
5SC750C9KaV2,gqApaJZwdEZs,olinda,pe,"2017-12-12 22:20:59","2017-12-14 02:11:58",2017-12-01,1,1,1,153.75,41.41,195.16,26.93,1,computers_accessories,100.00,896.00,1,wallet,1,17.23,-177.93,potential_gap
5dFGB10SSAgi,wTaJlpMkrlHZ,brasilia,df,"2017-10-13 09:53:16","2017-10-14 10:05:57",2017-10-01,1,1,1,75.50,45.67,121.17,60.49,1,auto,1125.00,5780.00,1,credit_card,10,124.12,2.95,potential_gap
5uzvF2LxM2Ub,LGfWKgYDldDB,"colorado do oeste",ro,"2017-08-28 15:47:18","2017-08-28 15:55:19",2017-08-01,1,1,1,820.00,164.98,984.98,20.12,1,toys,200.00,4096.00,1,credit_card,2,174.52,-810.46,potential_gap
5QqW2tYaEgrM,r9KuWyr3aqJx,serra,es,"2018-01-18 23:19:22","2018-01-18 23:30:34",2018-01-01,1,1,1,34.39,110.61,145.00,321.63,1,toys,417.00,3024.00,1,credit_card,8,145.00,0.00,matched
5zf7axevQw6M,IaH1nAv7DqyO,"rio de janeiro",rj,"2018-07-31 22:11:26","2018-07-31 22:24:19",2018-07-01,1,1,1,95.03,36.96,131.99,38.89,1,toys,950.00,8000.00,1,credit_card,5,315.37,183.38,potential_gap
61SuHYboXq8Q,uAAqAxF8MMzW,viana,es,"2018-01-10 03:02:10","2018-01-10 10:31:46",2018-01-01,1,1,1,676.97,37.52,714.49,5.54,1,computers_accessories,6550.00,8000.00,1,credit_card,10,164.54,-549.95,potential_gap
5IPFVZeKLbNm,Qxr9XJKBqthJ,"bom jesus do tocantins",pa,"2017-07-19 18:44:40","2017-07-20 18:50:21",2017-07-01,1,1,1,33.41,159.11,192.52,476.23,1,toys,1700.00,26250.00,1,credit_card,8,173.34,-19.18,potential_gap
5c638u5T3Inc,oI8JBadOUNMS,curitiba,pr,"2018-03-21 21:34:07","2018-03-21 21:48:58",2018-03-01,1,1,1,27.60,44.77,72.37,162.21,1,toys,530.00,3990.00,1,credit_card,6,158.22,85.85,potential_gap
