customer_id,customer_zip_code_prefix,customer_city,customer_state
ymqzVWS11BQi,29040,recife,pe
f91bAxbKEmw6,75870,mogi-guacu,sp
N2TXjMAJWYnl,23894,porto alegre,rs
nJnfIcvmoZeG,21310,porto alegre,rs
YLoeWRDQlb0E,50741,pocos de caldas,mg
B98J8yZbHTcT,85806,frederico westphalen,rs
HxoUkaLj3oZe,70238,campinas,sp
5za8OU0oT8T2,4282,rio de janeiro,rj
vMhQp34gRxZC,40301,rio de janeiro,rj
ztKMLgZAPrqR,4025,maracanau,ce
MIFiiVnvibyI,41613,sao paulo,sp
bO5Q7Pxt8Bh6,3929,sao paulo,sp
SUE9Xb82zv42,13278,parapua,sp
3egIJIhvr67A,78398,santa terezinha de itaipu,pr
yMFYIJCJfBeP,40445,datas,mg
6MHCWVDJlLKK,13098,rio das ostras,rj
K9khX9MR6g0V,40150,sao caetano do sul,sp
2PXF1JVV696N,53020,sao paulo,sp
NIjZwEGX8pYI,76630,florianopolis,sc
sssZNKTsCa1G,85504,brasilia,df
8xlOgenSckLY,69906,rio de janeiro,rj
2zHxynBvbxAv,72420,belem,pa
i3uDP2I7MX0W,44065,sao paulo,sp
c202d1SNKWbQ,55016,caratinga,mg
eInnF3VDs2Cz,85585,bandeira,mg
wdIikzFGPImu,77670,diadema,sp
gDq2syzrJJ3Z,50741,pocos de caldas,mg
nrvdJbV8Adqm,38525,tanabi,sp
Ms7YftZf74J2,56330,sao paulo,sp
9TdAg1OmX0bE,95625,indaiatuba,sp
htwJUOhdLAtj,11454,americana,sp
wdHfEmbDS5cH,91440,piracaia,sp
X2lGR0G9rUmv,24467,sao paulo,sp
o28uitIWkGKw,28910,jundiai,sp
UKpOLurHv6lx,5358,macatuba,sp
XpRWr0h45bK1,23943,sao paulo,sp
ItR0QBEvva4y,28913,sao paulo,sp
JFWK0FPpqGdC,33010,arapongas,pr
EP4JA0RcsMt1,48120,sao paulo,sp
uIXtNbuKbop1,46980,sao paulo,sp
XIVrWLKx717C,94035,brasilia,df
bzrQoJyTs25u,42710,uruacu,go
PGQ09Csh9cwm,8538,belo horizonte,mg
WLrKPNoR1j0K,83322,sao paulo,sp
hrnDro4uhybm,32450,sao paulo,sp
5xKnpwOhKgB8,36272,sao paulo,sp
GWbyHrcMV8Tq,57480,caete,mg
3rTyjb9BcsS2,75440,palmas,to
DjiI1Utyt8ut,91785,jumirim,sp
fKxx2llnTg15,58103,sao paulo,sp
9s69bPhuXex9,15014,sao borja,rs
fEEii445vbtK,9845,amparo,sp
mRmLk1avdOOT,67115,brasilia,df
BJ2R4Idxrsxi,84026,itaqui,rs
ryswfdUFgnUG,5612,sao paulo,sp
s06SIkOjfPRM,88380,nova odessa,sp
gQ5QvqkQh1IT,39520,corinto,mg
Sk5QbotF5vSG,79904,sao roque,sp
bxzjNW6lf5yG,7845,osasco,sp
4rbcvxBTH1p1,9133,taquari,rs
1Mt6hQi23Ngd,6010,uberlandia,mg
0WTQRW0otMRH,63575,viradouro,sp
KW5RZZJiaFdf,9942,sao paulo,sp
l7l9RG7ncXdu,38406,sao lourenco,mg
VZrUnYjq6lxM,7813,sao paulo,sp
6ZPKomJF1TVW,59528,salvador,ba
gsCfQeIzaul9,4552,campo grande,ms
RZIBleNoac7l,64820,adamantina,sp
NFCThIAmGO3l,5716,santa maria,rs
cQqO1SSB9lSO,3951,castro,pr
W2G5t0wpfyiM,11664,rio de janeiro,rj
vxry5V3PsMEe,89190,marica,rj
8sKJi28VuxBL,35770,medianeira,pr
Hl5iYl2VriQk,35118,aparecida de goiania,go
ty1LNCM9a5BL,45540,santa rosa de viterbo,sp
UrUIHh1xin1R,4814,chapeco,sc
dnWsdkMqIIUS,3143,passos,mg
UZvCQRGDPTOV,12523,rio de janeiro,rj
171PugODDOeo,5454,sao paulo,sp
aBTB6LP7KjlE,6501,curitiba,pr
P1j2mW5oHpoM,39315,ibirama,sc
ijbI80X7qDxX,60742,pocos de caldas,mg
l7j54rFGpgMt,52020,chapeco,sc
kMSe9KOGchKl,68400,sao paulo,sp
MYD9jcIvaBGK,29042,campo belo,mg
QeC5uqJFHK9B,3925,sao bernardo do campo,sp
pdmLQgSRyI79,45455,praia grande,sp
ENdOckwmxzjL,89818,rio de janeiro,rj
3QocUdv9oE0n,5328,presidente prudente,sp
azmMuz0AymuA,86480,pires do rio,go
ur4dxU5wc62T,35054,santo andre,sp
a5SLndJI1mwx,85825,sao miguel do iguacu,pr
laLD7taLkjtq,1442,guarulhos,sp
fMSM6AfxYxKx,26084,santo andre,sp
0XFivfJKwZvM,4133,salvador,ba
0267mF10y7Ve,96225,corguinho,ms
bbbcgBrcZ9LT,74053,sao paulo,sp
W3jdM1Q8UIEa,93050,tambau,sp
PP0UjVm89UMq,29107,vitoria da conquista,ba
YgDZxk7z1QGZ,9603,manhuacu,mg
g8omNYDG2F8i,38447,rio de janeiro,rj
jpl7PVCyiazU,11090,divinopolis,mg
U6Qz8TJ6xrdN,1305,guaratingueta,sp
shxHmRxqkfTK,13770,cotia,sp
rzt5WbBSV64h,42802,aparecida de goiania,go
YfQ8Zpsp5uqd,8051,niteroi,rj
XHTYXPROjJRx,15920,sumare,sp
VvXJWuAk6cSl,33080,rio branco,ac
fF2YSI6RwTeU,65299,teresina,pi
GXaP1hnSELlF,36400,belo horizonte,mg
yvpzwF6xbWTw,78099,belo horizonte,mg
hr7DBV1dZrr0,30140,brasilia,df
p1MAm4WMvSPl,25770,sao paulo,sp
oMtSpa8gzZGH,93218,sao paulo,sp
9gcgLzEpiTPi,30120,sao paulo,sp
80xZ0BpCRn3m,71539,sao luis,ma
hQ3KWX0XEeuC,2632,rio de janeiro,rj
F08r3LfIHsa0,74375,guarulhos,sp
SIiH1vIEpdee,67145,santa rita do sapucai,mg
CzkmOjIausW3,4829,olinda,pe
nFa4O4MO4IUw,20761,sao paulo,sp
MBziAyM03Q2d,59054,campos dos goytacazes,rj
xJjKIIvWoSdX,88868,ilhabela,sp
syKgxkboWXtn,95173,campinas,sp
WZvaysaokAOU,82515,porto velho,ro
4cIHZLXEjqsp,17533,monte mor,sp
i1fYkbl4LUFB,70374,sao paulo,sp
TJiIeQ7Kh9cb,3081,campo bom,rs
7KFToWoe5qfp,45180,eunapolis,ba
tV1bS2ldwvV2,8450,belford roxo,rj
fwfxihwQzVBs,13057,guaruja,sp
78ktRzx542Cm,4414,sorocaba,sp
840IqF8CqzoX,35669,dois irmaos,rs
28EhgB1ovfd9,88350,passo fundo,rs
Uig4uCLvHhWG,12604,sao paulo,sp
51DFDSiFCNWh,44088,sao luis,ma
d2GZFYww7lzm,21044,igarassu,pe
8zrTGBhQ14YO,39848,resende,rj
qPyArZCVMnSl,36504,rio bananal,es
GqiflekFpo0n,24435,maringa,pr
Zmv8K5AfQzeg,21630,rio de janeiro,rj
f2e7QbhQYZ1W,44460,brumado,ba
vIlFDkswVVWD,76470,governador valadares,mg
WOhHUiilOWHX,74775,belo horizonte,mg
AWJTQEDgmnv0,89031,nova serrana,mg
rBcVxVI36LJS,77603,cachoeira do sul,rs
MwsD3JapwfXT,3962,rio de janeiro,rj
V99OyMlbhbmF,92120,sao paulo,sp
CwYnsaVsHf7m,84250,camapua,ms
wAif3Ns2hNwn,1455,camamu,ba
kSeT9mfNwDz0,58233,sao paulo,sp
NwihVjQeafL4,35367,cariacica,es
WcEyBVDFfryl,6453,aracruz,es
NhPSp2dKgQfI,68798,osasco,sp
dHROfoUDvNJa,36328,ribeirao preto,sp
WcqVuCoFILPa,3524,fortaleza,ce
7Zta0ohKUpgc,17410,guarulhos,sp
2hMwYufauf1z,12130,betim,mg
ObuP9rFvIx4w,5386,cabo frio,rj
38zx2h8giWh9,21240,brasilia,df
8a9YjM7Tqw1R,84605,papagaios,mg
8oNQg20xIIyL,5348,rio de janeiro,rj
Rn9Rh7ToY8Wn,79116,sao paulo,sp
vCW84i4MP280,88818,sao paulo,sp
B612TArPbXw6,5011,lages,sc
EefoplQkEjl1,74786,sananduva,rs
p5udBgvDUkvu,27281,fortaleza,ce
dnmPJW9PknPE,22763,irati,pr
PwzZwt7dhu0r,76386,porto alegre,rs
eF9yEuQcNNzq,59122,buritis,mg
SmHmyk4eRZNJ,46550,sao paulo,sp
Xkp4faajXVZS,95860,viamao,rs
Gv1iQwVrTlZx,4626,santa luzia,mg
cby6M4ddIKIp,58115,sao paulo,sp
I61yY47FjW9Y,93320,sao paulo,sp
oq4X3AY4ODX6,75071,blumenau,sc
JMwatdSzaz1y,3943,guaruja,sp
TOYzySkgpHCY,55298,suzano,sp
gkufzILI4Cy6,64240,sinop,mt
r5MWOV4gN34t,2807,teixeira de freitas,ba
FBsOczOZMw7a,65735,sao paulo,sp
kO0RZoPx5O0E,27267,sao paulo,sp
ldPi6C0FynxJ,13976,porto alegre,rs
4vTzwibYshnr,11500,santa maria,rs
Dn2YsEwumLxU,13341,vassouras,rj
qHiSx1A5ZsUz,59598,sorocaba,sp
Le2aoWIJOvF1,99725,sao paulo,sp
fVCUOzzPHlbf,3143,passos,mg
eNuDVC2nC99j,96025,itapira,sp
Iwo9yeOYclyC,26572,peruibe,sp
OPaLO3m4qOeN,58305,santos,sp
fVcbFGiKiaXf,39387,brasilia,df
etma5xDM6umP,3333,itatiaia,rj
jV6vwdGqglek,51280,vila muriqui,rj
L5gWHZkZxMsA,4363,dourado,sp
3lUljAh11Cyp,34001,sao paulo,sp
J0SP54AJ9fgq,39455,niteroi,rj
gNga7PWixqN9,57635,campos dos goytacazes,rj
rtQyca97RcWC,2964,curitiba,pr
HR0AbGxWFYmu,79230,russas,ce
Qm7woKor1Du9,36760,montes claros,mg
4x3PhGLgY689,19274,barauna,rn
87mEHiGpm5w2,4384,iguatu,ce
n6T9NL8ZR47E,5304,vera cruz,sp
66k0DNNQ5zXw,96015,rio das ostras,rj
rnKDmqn2rCls,44420,sao bernardo do campo,sp
LmRKRUq8Dmy8,55194,cajamar,sp
rQHiCHIQMEbn,65292,nova iguacu,rj
s8uZEhNwTuAm,18405,belo horizonte,mg
EVtqvHGxYQwC,12522,sao paulo,sp
0bWGyuTfBR3Y,26423,rio de janeiro,rj
ETyt1EvJIdqh,11495,sao paulo,sp
eJNbmgEgVifh,8621,curitiba,pr
4kMwx1MIC13f,18215,rio de janeiro,rj
viyDnrP8ZBFt,9892,sao paulo,sp
KfAcShEt5E7G,18304,guaruja,sp
d2E7Fx2WUyGa,23070,vitoria,es
cPo75BIfrgc8,3153,maua,sp
8eGaHiY20kB4,49082,sao goncalo,rj
0GGNhgz5ADgI,28910,jundiai,sp
mLAj8NhWIKT8,13326,fortaleza,ce
EnoLogCUbA0C,36225,jundiai,sp
12VqQBRLi5y1,78335,pouso alegre,mg
zmyox52Dasot,68650,guarulhos,sp
Zb844wlDqmSH,4521,sao paulo,sp
ZCKOrJM2ihyb,58040,corumba,ms
3eRvmrJpkHrG,12924,santos,sp
i8SjNpsyj2rl,26083,ceres,go
BUetmj32Td1m,8245,santana de parnaiba,sp
OtUP5nCNBumA,78850,sao paulo,sp
uiQ41Gczu0PE,89204,carapicuiba,sp
3AgqVFqu299G,5003,catanduva,sp
Dl32RQqjajtY,78055,joao monlevade,mg
XWDCnfzsYr2T,30112,sao paulo,sp
Pqxs16u4KPdK,4734,rio de janeiro,rj
61gsc055sBOU,8460,manaus,am
pZ3zpQ66lcLs,39455,niteroi,rj
h50ZW0B2LSzS,95096,nilopolis,rj
FRdM1begB1Gh,70648,sao paulo,sp
YhWnM5QBbUzR,62190,niteroi,rj
0BJDv473gChW,45818,ribeirao preto,sp
uur4TGYy1Li0,16402,campinas,sp
QfUeEwwzcGRS,72803,belem,pa
wjR20NpRa2FW,44076,guarulhos,sp
YZGkAaGXe1FA,31540,rio verde,go
Y5Lnn8m0Y4c3,35140,rio de janeiro,rj
047Nz1fFKuDt,53070,rio de janeiro,rj
zK5yRn0DMmO8,5628,sao paulo,sp
Yl1tdjIbi13f,59295,porto alegre,rs
Q4tpTAxJg6fW,45810,sao paulo,sp
s0JIru9x6Ze5,12420,sao paulo,sp
UOzK4X487Pmd,38760,cafelandia,sp
yrZ0LG8wUVHm,58890,sao paulo,sp
O4Gu6x6C2jEJ,9441,curitiba,pr
S9PhO6h06aQm,23900,posse,go
0zxBrkADeHAE,7813,sao paulo,sp
9hDkPRQleePZ,89082,curitiba,pr
Ykx7H32Y6CMh,78057,sao paulo,sp
rbBE852ZKifM,57270,pinhais,pr
XKYEimp6wTq7,86900,juquitiba,sp
b7LWTRA6wN1N,35500,belo horizonte,mg
edrzJIrVZPtn,89510,sao paulo,sp
ULlgh47V9cwD,92030,jaguare,es
rkMuEEjtfowz,4553,tres arroios,rs
7qZS01QPSM3u,76954,ribeirao preto,sp
96EWz0Ocuo40,2180,volta redonda,rj
WN1KldafcVZv,4556,niteroi,rj
erqWxrfzcAIp,25212,juazeiro do norte,ce
k8d6YTCHHbFP,97950,angelo frechiani,es
ciJkumXdGelI,45810,sao paulo,sp
Dd0Lwskm50U3,35054,santo andre,sp
CsfHPB9MK3NN,3427,passo fundo,rs
NWWHOxbdByZ7,19780,petropolis,rj
YF7XTI0eKv3A,12081,sao paulo,sp
uBYHOjbkRqlq,2967,duque de caxias,rj
OIpdzwHCXuyy,67013,sao paulo,sp
tD1EVQRhwMJP,3942,santana de parnaiba,sp
cxmaBBdSl84K,3729,campo grande,ms
mVLEzZOqs0cx,4703,teresopolis,rj
qOa3iSVab2UE,94824,sao paulo,sp
q2TzHbvKF0uf,30286,sao paulo,sp
v0F5idQIlrqS,74460,niteroi,rj
GLbQQ5okQba3,23028,rio de janeiro,rj
1jnfmlR9baAl,5726,sao paulo,sp
Ae1P8DKc1gLL,54460,santo antonio de posse,sp
fIwvzkvJ9rd5,72312,sao jose dos pinhais,pr
d8Tl657tEGGX,4278,brasilia,df
ye0R9mkEM6if,77024,tres lagoas,ms
qtLXqhJOk858,63570,catanduva,sp
keSIenEYYfpO,79020,laranjal paulista,sp
359zBtc9uPs4,3333,itatiaia,rj
mqmdevnZkEzT,13044,niteroi,rj
nOC1kE7b1e72,38050,sorocaba,sp
gwX916wi5AWG,4696,cruzeiro,sp
u70XkLXK449z,45823,imbituba,sc
VgFquPqOS0ps,7860,criciuma,sc
TVkRiorSnvBK,4106,joao pessoa,pb
vY0rxWFJYYxE,46550,sao paulo,sp
j5OICoPv83Uo,74555,patos de minas,mg
cmmV48bvW1hl,89818,rio de janeiro,rj
q3jUR6YX236S,3401,niteroi,rj
GKTGSOsLrDNb,62580,belo horizonte,mg
qANUro3R9qGd,31370,luz,mg
vqIPp8vzrUyf,18070,sao paulo,sp
zsD6bBCWaQwP,13044,niteroi,rj
rRa3qvs6Owhp,89111,campinas,sp
xX9PzmUJ0vns,78280,jaboticabal,sp
MZnFWQQm4mOM,37855,itarare,sp
fj50VafwsjdD,82920,sete lagoas,mg
QeYsZEC4IoYL,7430,taboao da serra,sp
lDnBs6kiMdRw,86800,santo andre,sp
FnQZEbuSUTXk,4931,cerquilho,sp
muuvjpgpYrLh,5009,petropolis,rj
n8IohaO7iCzi,35938,rio de janeiro,rj
kHdXQUi0Rbu2,20241,sao paulo,sp
TWStTytjlKki,71900,brasilia,df
mwPaR2zSRL81,90090,sao paulo,sp
36mVs3ZUDRfC,20756,sao joaquim,sc
5uEyAyZjxSrj,31610,rio de janeiro,rj
bL93R5N4JDQH,79830,sao paulo,sp
CFRWbMbMJCG2,27947,vila velha,es
B0LUbhaV4DaC,29179,sao paulo,sp
ZeVOtFvEd0sv,50090,nova esperanca,pr
u2eoGIxaefhr,55863,petrolina,pe
Ia7eCfM822bW,3658,sao paulo,sp
4XTpYXmKtN5e,3387,marica,rj
hqUolMOorDbt,4068,rio de janeiro,rj
XNK3NhR3SWp2,3802,dourados,ms
6h6082EqoqkU,42708,juiz de fora,mg
Ijq1KrekdBs1,72445,sao joao da boa vista,sp
M9cP3Nli9QKx,15718,rio de janeiro,rj
57fsFTzJ03CD,1037,rio de janeiro,rj
xd5jRZkz7e7F,31565,santa teresa,es
ynV6HlVKXdMN,6713,belo horizonte,mg
g1bZNRyvgGhp,4843,florianopolis,sc
JFs82fs65ykw,1326,dias d'avila,ba
9ANjiAbbC3UM,35180,ribeirao preto,sp
zvriHncXkxYX,26116,sao paulo,sp
sMOr0gzTH0EI,3505,sao paulo,sp
HlKkUOMRTgub,83810,nova lima,mg
1y3YZODYTU3s,9071,sao paulo,sp
epUceyal3Pjs,59464,sao gabriel da palha,es
jv9AqxLG9SGj,39314,brasilia,df
PQO69kLp8h0u,76934,fortaleza,ce
9btbOhrS1WvT,16640,sao paulo,sp
dpmUmb0fnAVj,57520,sao jose dos campos,sp
7Buv92sCJ0uF,66110,guarulhos,sp
O7thGY92WpPx,86061,sumare,sp
Knd0rQSvrY3G,89176,vicosa,mg
nKOLdo8J9T4U,59129,sao paulo,sp
lUZ0I9n2cBgn,48475,jequitinhonha,mg
z3oJaBHr9ZNB,44920,barra do corda,ma
OyYSCyTg1dkx,68665,garanhuns,pe
b5z8IyNiVL0Q,19750,curitiba,pr
IM3SJtEU3XCD,54715,rio de janeiro,rj
1IgmT60ZbXcJ,29321,sao caetano do sul,sp
YulEqgYyBKhS,9431,rio verde,go
kyy4KPYMTNWI,70636,vila velha,es
56q0bAhpQhwZ,65606,sao luis,ma
x52Iz9xdJWUV,23894,porto alegre,rs
kT4KcOmKvOGl,26470,petropolis,rj
VtLDgY1Xpgfo,8556,araraquara,sp
k2fUrnD391ms,50040,sapucaia do sul,rs
ptkzHe2TsQOT,9760,garopaba,sc
sgJTCbxk8dDF,8588,rio casca,mg
eSx1gzGtmvw5,3904,sao paulo,sp
u7nyllChJv9O,22763,irati,pr
wMPrPspI8qz7,79070,palmas,pr
o9warsopRSI0,79622,sao paulo,sp
VxNvm38uRUPZ,84285,sao paulo,sp
mLw7yhHcWVb3,9660,volta redonda,rj
zFh2qLadssay,30180,barra mansa,rj
qvDTAxlQSMlR,17390,osasco,sp
W8nlhYwzawrx,18113,belo horizonte,mg
3ZQPVIwIdIYx,89865,santo andre,sp
qwK6Gwi6yg90,29072,sao paulo,sp
vcwiMCl5C9l5,99680,mogi-guacu,sp
xF2pOXdnT4vp,4468,belo horizonte,mg
cODHAtTLt0me,26113,barueri,sp
Fb03aRnn3PCg,55296,planalto,rs
G8drMt35zwo0,74333,sao paulo,sp
dyAVfKQpG2DA,62190,niteroi,rj
2IgwYgbTa3PU,5205,curitiba,pr
M78HvqsRVvsi,48970,maceio,al
xPMcuRTCQAeA,29750,andradina,sp
zYphtxopNJGs,12600,londrina,pr
tE3l4nV8zyz4,35701,sao paulo,sp
cb1UQsai2Mwy,12910,mogi das cruzes,sp
BY7MKjiA62SE,68906,joinville,sc
pni5ZJSHaKQ1,95775,bauru,sp
QmGw43470QH0,57300,curitiba,pr
NaWE6k2hYZTG,13604,sorocaba,sp
zPq0KEj6qbXt,18048,recife,pe
GhTbisjjmooy,38400,santa maria de jetiba,es
1IGcHwZRXQmd,2864,sao paulo,sp
IIC29CkPwE92,89285,rio de janeiro,rj
wkhQUS2w6YgR,85340,goiania,go
mkk1qdNVEDG9,33010,arapongas,pr
zLOiEOZBSCr1,58115,sao paulo,sp
CPD9f1tWPcst,98410,sao paulo,sp
wNkBd3xNY0Cz,29192,rio de janeiro,rj
SpggoKRQrSMd,5135,campinas,sp
Z9AAFAkT5G5f,23045,niteroi,rj
lEFWJkY5NMNh,11454,americana,sp
OcnLHC1FoM9C,84196,rio de janeiro,rj
13DFDEjYk9oe,64046,belem,pa
c53vBcqmAAfq,5006,joinville,sc
GPZd0OrtMrrO,58062,marica,rj
U46irooydunI,1330,americana,sp
TprMsa6yAOp7,5029,rio branco,ac
PPlkezlrcQjJ,16202,guarulhos,sp
kLo53GxyNklg,73030,porto alegre,rs
AnvGtjRAocqc,81510,portao,rs
s337iztNnoeS,31844,rio de janeiro,rj
94RAOeJbosb7,64807,sao paulo,sp
3J4XgWjv4ncp,54530,monte azul,mg
S1Ji3OzASw9K,2672,bombinhas,sc
3KNKqpSgojjL,17515,rio de janeiro,rj
oNmdzlQ4I231,59350,sao paulo,sp
6zFqLGU17btz,4846,guanambi,ba
D1V6iLgteRp5,6213,sao paulo,sp
aAViIZN8ez1a,31170,sao paulo,sp
gGcZc9xLpK8e,86925,santos,sp
Bk2Mf5kjyx2i,89690,florianopolis,sc
YrqSDoIpmCrM,49680,belo horizonte,mg
pbTFu6INSQW6,35411,rio claro,sp
1giRHa8xdxv5,90040,pelotas,rs
FHjlz15mp3yk,83730,sao paulo,sp
JvT5RYK09jDi,19200,barra do pirai,rj
OBWKvyKLDuqD,57046,teresina,pi
IWb8T13Dj5zf,98980,xanxere,sc
O65RsRGyQcsu,5867,joinville,sc
XbMtR1rsaGMP,84400,pato branco,pr
YPkxQtbqarSu,86935,sao paulo,sp
HRCJxKvzUmDT,12086,jales,sp
F09DFIYmVoJ4,58082,nova friburgo,rj
qCO5yd2iUlXU,26052,nova trento,sc
fYtfnDd7D0OI,91790,sao joao da boa vista,sp
M2i7dJbjn1J1,39780,belo horizonte,mg
GqWcNfaulw5w,89850,suzano,sp
aJ2aFf6bh1R3,16600,sao paulo,sp
2bdmCp1B3RNW,5396,atibaia,sp
CShQHbL3jXAe,32450,sao paulo,sp
h17yI5TycJXd,60743,volta redonda,rj
beAKOuvLPVNl,77423,rio claro,sp
JGLg3zWepK0i,60862,jau,sp
xTgJJjXCl4rK,36955,sao paulo,sp
Ic856YtAYCUw,57038,osasco,sp
KEtG84MWxPVW,28992,italva,rj
Tq9T6YiORVKC,39113,ananindeua,pa
d3YV0UlUvn3k,20270,sapiranga,rs
87goqd3wYCX1,14800,unai,mg
gACbIvst6XfU,12237,sao paulo,sp
39vhx6B98E4e,65055,mesquita,rj
yfJhvtxwxhKx,5027,itabirito,mg
4RIOYD8tVmMZ,88130,araraquara,sp
9bpxK7QG4S3Z,20531,franca,sp
PLnu93SBNaQx,5847,brasilia,df
ajbA77LPcXCE,5056,sao paulo,sp
ovVYnq6U2LcH,9627,aguas de lindoia,sp
la9m6Fz2PYXc,38415,rio de janeiro,rj
NyygWE9yFzue,49015,sao jose do rio preto,sp
GjJ2SayDUj1O,5443,ponta grossa,pr
J5O4HZ70Np6g,50920,volta redonda,rj
GpMRbdtac9oE,11707,jacobina,ba
LI1GcEhvFcYp,37245,florianopolis,sc
6C7WghXfQhir,56460,sao paulo,sp
ISWCabCXziN1,44540,brasilia,df
3fyXqi6aD2gz,63905,cuiaba,mt
p2FTg16OmBF3,84435,brasilia,df
HNKiZvKueSaU,38770,brasilia,df
fZferqxArzlz,5348,rio de janeiro,rj
gVlZgz99FWHM,5051,volta redonda,rj
q1KVhT5sHQDz,13044,niteroi,rj
aUFnMrB0wyMc,2674,carmo do paranaiba,mg
1K65iAS8uR8u,93310,sao paulo,sp
sU5SZLpbw7K0,40260,sao caetano do sul,sp
Ls7FwjMff1fH,79330,belo horizonte,mg
uBoq1Y1Tb9QS,88970,natal,rn
dlZYjZNosblD,5016,sao paulo,sp
Bt9Rd9c5YKzE,13098,rio das ostras,rj
sSKRp3AkNThD,5041,cubatao,sp
A9Ux5ua0qCQq,95995,sao paulo,sp
1vNZaaGfTSfa,9420,sao paulo,sp
sNq6TkqJJu5q,89095,aracaju,se
DfJvM9TR7M0l,79823,rio de janeiro,rj
En7OR3R4BnkV,28026,pirassununga,sp
GxoqVL9t02u4,99890,salvador,ba
Mql15qzzyYhU,11674,sao paulo,sp
ylfU2w8MvYJi,9180,sorocaba,sp
LBDreXpJmihD,4571,nilopolis,rj
m1nAFqJd7Vzs,29386,guaruja,sp
lgghB7rXO1ZZ,11380,santana de parnaiba,sp
R015RlUkJVcq,93611,mesquita,rj
kRfZ8vQdBgA6,64028,piraquara,pr
wbT7cl8BKh0K,14640,rio de janeiro,rj
jIK6gVYjI3v7,28016,santana de parnaiba,sp
7FV0Va0Tyo6F,29480,sao paulo,sp
JosgQW9MkfpG,77425,sao vicente,sp
ZRVCC2dXa7XY,74769,sao paulo,sp
4QEs48Cprxsb,45603,camboriu,sc
xKJ0drcLjROH,2521,baixo guandu,es
7eMyhtfAcP01,37997,santa juliana,mg
uD2Bq8Gwxj5Q,28910,jundiai,sp
tv6M4P3nNczL,52280,ribeirao preto,sp
ZvFYqgRFZhUg,3405,rio de janeiro,rj
s5hZiQ3ftuZM,79620,sao paulo,sp
fXonL4jC1o9K,93348,sao vicente,sp
mw7yy61VrPjn,24944,maceio,al
i2fyNQ8MGUxE,78435,guarulhos,sp
ORBqTPeZOmxL,20761,sao paulo,sp
wmZXMGQSivqD,1026,sao paulo,sp
75DDREVFwSlx,36950,canoas,rs
4ycqh4lPhNwQ,98700,machadinho,rs
tsBoEWoMQjyg,12703,itapira,sp
xy20vSHJX4nh,76240,sao goncalo,rj
zVOzrqjHvDt9,26193,ilha solteira,sp
9bNmpYFF7RcY,30662,santos,sp
AbhYQ0smf37O,84026,itaqui,rs
WWp61G5mmAV8,59162,sao paulo,sp
7EUEp3ZRGClB,62762,itaguai,rj
tXgWyFIdshhI,68618,pelotas,rs
f13mSvoIErns,13844,salvador,ba
QIa9nB3mgAVt,15035,ipatinga,mg
K8iYXbobpjRl,26013,porto velho,ro
ejlK4npk4BBN,36013,sao paulo,sp
FAAHj6kTx2xr,5569,belo horizonte,mg
4rBGItzSK5sZ,3912,itajuba,mg
u9wK0lkza3MO,87250,sao jose do rio preto,sp
xh1RROVBdbmK,3013,sao paulo,sp
tww3GJuukLkN,86035,sao paulo,sp
H9iVAzsS4PFH,7854,sao paulo,sp
DZyLUSfDsIvD,37750,porto alegre,rs
YcrxENAdP9KF,83203,porto alegre,rs
HRCF6D4xuNCj,30532,itu,sp
iMu8zIVHuPHJ,4863,rio claro,sp
3cvi0Qd5iNPI,4301,ferraz de vasconcelos,sp
xEq4azAMgNeA,3164,cacador,sc
k9ZWSrSOvXlw,59012,franca,sp
DgpjeAEV9aft,35162,california da barra,rj
sISpl8mEvKdC,18056,belem,pa
xAljymD6DrwB,5006,joinville,sc
3v7BCHWZllaG,51345,belo horizonte,mg
C02JXo2D0TYx,30285,rolante,rs
N0sUM9E2lDKe,24451,sao bernardo do campo,sp
sNPUoRd2C0V9,84264,juiz de fora,mg
WuSLvVO6g2rR,13219,sao paulo,sp
j5k2WYifbl2g,26521,campinas,sp
6ylDlMtjUbLm,58150,sao paulo,sp
2fcSpucDimJp,6172,venancio aires,rs
Vs2Pn1m9Rc0V,71900,brasilia,df
WQpbN4bgCe8p,59350,sao paulo,sp
1nRJD8WC8Z4G,23016,maracaju,ms
cg582AY5EDwD,73369,sao jose dos campos,sp
po1wu6BiDw5E,8140,salvador,ba
uQGpE1TMyfbt,44700,amaraji,pe
ZRCT4EjJ9ABH,79020,laranjal paulista,sp
gxYPRdJQajHc,29010,praia grande,sp
xoP4cnq2PKSo,27275,porangatu,go
GAW87POAMvmP,58704,porto alegre,rs
fUSPAFbBwlj1,5580,ceu azul,pr
s3d1Mny4n1iw,44610,barao de cocais,mg
XKBvzkgdoaqk,35411,rio claro,sp
w2qeBLa6oCNU,58225,piraju,sp
4PwDhhRcJWDT,44710,sao paulo,sp
4ZoAayE2PQbe,2275,novo hamburgo,rs
7AhsAMPmq7E4,65515,rio de janeiro,rj
Z3OMoj5R58bM,2232,brotas,sp
faVRAAMXixYA,3807,macapa,ap
zlpEO4yX929O,24738,sao paulo,sp
SWq9gXwrc2lE,96413,fortaleza,ce
vg1GT7mWJrFf,35225,cidelandia,ma
1J2dhfWZJZTR,11611,sao paulo,sp
l5KKwT6CsiwB,3436,eldorado,sp
BQveAF6TjLf1,6825,sao paulo,sp
56gROsqug1ei,62190,niteroi,rj
bX6R6lpAkxdE,21236,rio de janeiro,rj
